,coef,feature,n
add_11,-16.02626381644329,add_11,100
add_13,-9.53043806038449,add_13,100
add_21,-5.920391558971282,add_21,100
add_22,23.956436848014516,add_22,100
add_8,-1.193858972402667,add_8,100
complex,17.638754392397953,complex,100
del_12,-4.308332274913916,del_12,100
del_13,21.22149420859198,del_13,100
del_16,-0.5314977285735641,del_16,100
del_17,-16.903558017387923,del_17,100
del_18,6.04948349744591,del_18,100
del_20,-3.6153405435186565,del_20,100
del_3,-2.9816225251425075,del_3,100
del_5,-18.326759606451326,del_5,100
del_7,-8.066202890423666,del_7,100
del_9,-8.657595116611521,del_9,100
final_component_NC1,-25.192452988821245,final_component_NC1,100
final_component_NC2,-15.731696268686909,final_component_NC2,100
final_component_NC3,-19.91375208198616,final_component_NC3,100
final_component_NC6,-19.779253081695984,final_component_NC6,100
final_component_NC7,20.951700637799675,final_component_NC7,100
final_component_c1_NPM1,3.5941389613300254,final_component_c1_NPM1,100
final_component_c2_TP53_complex,-46.67886438467956,final_component_c2_TP53_complex,100
final_component_c3_rare_fusion,8.906764114397582,final_component_c3_rare_fusion,100
final_component_c3_trans11,25.031035489039603,final_component_c3_trans11,100
final_component_c3_trans15_17,64.47329804433983,final_component_c3_trans15_17,100
final_component_c4_5_trans_8_21,-23.174957468059137,final_component_c4_5_trans_8_21,100
final_component_c6_biallelic_CEBPA,17.05092935223133,final_component_c6_biallelic_CEBPA,100
final_component_c7_inversion_3,-6.1282384809946935,final_component_c7_inversion_3,100
final_component_c8_BAGE3_KMT2C,-9.279561644413148,final_component_c8_BAGE3_KMT2C,100
final_component_chr_splicing,0.43679231120157935,final_component_chr_splicing,100
final_component_nc4_DNMT3A_IDH2,9.000955647867517,final_component_nc4_DNMT3A_IDH2,100
final_component_not_assigned,16.433161841194575,final_component_not_assigned,100
inv_3,-20.734930361990077,inv_3,100
minusy,-4.201339071119969,minusy,100
others_transloc,-12.65452506742026,others_transloc,100
t_10_21,16.73759656312436,t_10_21,100
t_12_13,58.7761078147433,t_12_13,100
t_12_17,21.938625184426638,t_12_17,100
t_12_22,27.1269689350647,t_12_22,100
t_13_19,53.08043184107759,t_13_19,100
t_15_16,10.299706685859572,t_15_16,100
t_15_17,-0.9868457911264195,t_15_17,100
t_16_17,2.9798959258666766,t_16_17,100
t_16_21,-36.258631868322105,t_16_21,100
t_17_19,31.88197612398579,t_17_19,100
t_17_21,55.49452506873157,t_17_21,100
t_1_12,36.74728197532901,t_1_12,100
t_1_14,0.02259783017858331,t_1_14,100
t_1_16,-12.271846579059364,t_1_16,100
t_1_17,-29.673905215491462,t_1_17,100
t_1_19,25.77016948184089,t_1_19,100
t_1_3,-33.07766170432681,t_1_3,100
t_1_4,-10.926418668528797,t_1_4,100
t_1_5,-33.59404531616273,t_1_5,100
t_1_6,-17.240330684724128,t_1_6,100
t_2_17,-7.287295255301361,t_2_17,100
t_2_3,-18.732433634580822,t_2_3,100
t_2_5,0.22905101362683683,t_2_5,100
t_2_7,37.40437594279098,t_2_7,100
t_2_9,21.84402499815097,t_2_9,100
t_3_16,9.24385685796818,t_3_16,100
t_3_21,-29.455625601990388,t_3_21,100
t_3_5,5.286366506337303,t_3_5,100
t_3_7,34.777367710455515,t_3_7,100
t_3_9,5.7303111339664685,t_3_9,100
t_4_12,43.29814131006856,t_4_12,100
t_4_21,58.30889082079101,t_4_21,100
t_4_9,-19.679541967355355,t_4_9,100
t_5_12,41.601324183969325,t_5_12,100
t_5_17,15.6063254848223,t_5_17,100
t_5_9,4.46977598798094,t_5_9,100
t_6_9,-2.0826847353355045,t_6_9,100
t_7_16,-39.48686103668858,t_7_16,100
t_7_17,35.382059713627896,t_7_17,100
t_7_8,48.21719722444291,t_7_8,100
t_8_10,16.73759656312436,t_8_10,100
t_8_13,-50.15136354371358,t_8_13,100
t_8_16,-40.02185726875786,t_8_16,100
t_8_17,3.4205353715239593,t_8_17,100
t_8_21,69.88568421624002,t_8_21,100
t_9_11,-23.718645204218443,t_9_11,100
t_9_13,-17.71112479780843,t_9_13,100
t_9_17,56.07335037045834,t_9_17,100
t_9_22,50.51656183915488,t_9_22,100
t_v_11,-15.40130471165689,t_v_11,100
