,eln,eln_comp,eln_age,eln_gen,eln_cyto,eln_comp_chr_merged
0,0.5957247595772368,0.6190687783667121,0.6943377662106833,0.6342479449011331,0.6086663281175612,0.6175135684133685
1,0.6141069542676096,0.6316926424936794,0.6901302525042404,0.6416856018177745,0.6294684289691811,0.6306045380356514
2,0.6381028235882059,0.6705865817091454,0.7056862193903048,0.6762165792103948,0.6642069590204898,0.6691576086956522
3,0.6104357853264787,0.6354522013485161,0.7084434407982191,0.65809830394465,0.6366533736927241,0.6341709508480277
4,0.5918877195312241,0.6232943793366754,0.7006905481225723,0.6507835065236878,0.6071926562863119,0.6252946449321072
5,0.6102481906209722,0.636686605637992,0.6913810767044516,0.6441885058990714,0.6334644238077928,0.6329356555074523
6,0.6207072620361372,0.646368981931382,0.7288636700541894,0.650190239322715,0.6403159125722663,0.6472172351885098
7,0.6205908014458432,0.6451296273214508,0.7188941169138726,0.6522419917736507,0.6162906643400224,0.6477393119780631
8,0.6156714696520014,0.6413369419797321,0.6962585923203494,0.6436282274062342,0.6291270048747482,0.6402912546709929
9,0.6086047064416449,0.6265430631487204,0.684620869978607,0.6438317090563347,0.6263291339830441,0.6210997543776245
10,0.629753572234945,0.6618553043253879,0.7165516240363836,0.6766280682514595,0.6505741379866464,0.6612424604070574
11,0.6223908918406073,0.659938330170778,0.6856973434535104,0.6678921568627451,0.6365354206198608,0.6561432637571157
12,0.6027640193121983,0.6287948625802722,0.6907313948219559,0.64788831424509,0.6227793315729442,0.6312557616287245
13,0.6180528701140002,0.6482544200219648,0.7097093535862891,0.6694612445668147,0.6374267196708379,0.6434979659391483
14,0.6196393261093095,0.6471881673653405,0.7124733053863798,0.6649608479000237,0.6217669856837776,0.6468638772443249
15,0.6115033321197347,0.6313140107324332,0.6848891140202301,0.6235496177164295,0.6183496113846105,0.6338863121903345
16,0.6030973520128123,0.6220126568500925,0.6790073546561348,0.6367530670315489,0.6166171691570911,0.6282633371169126
17,0.6394958657782773,0.6628160873404512,0.6968772577667175,0.6608412940515372,0.6459099301597495,0.6525006020711247
18,0.5782808963692583,0.6150664626565937,0.6727072774218227,0.6252988428803672,0.6017659621943834,0.611791144687769
19,0.6196305220883535,0.639421686746988,0.6821847389558233,0.6592048192771084,0.6344738955823294,0.6364337349397591
20,0.5981511907990238,0.6290736811880873,0.6799996809647626,0.6401601556891958,0.6221825200593406,0.6282760930944823
21,0.6182812655622323,0.6413382689817735,0.6984744862388367,0.6605607383553003,0.631652335579828,0.6394210019587663
22,0.6017676172519444,0.6399795742006442,0.6864875481184697,0.6602089716395632,0.6177547332861969,0.6378427213449603
23,0.6024751855214955,0.6126279863481229,0.6772082537495695,0.6366283620878604,0.6134029495569402,0.6186867896170586
24,0.611813127897194,0.6216697735033571,0.7111961596199211,0.6496230554776555,0.6270311288539897,0.6312212342664841
